Rank,Institution,2013,Unnamed: 3,2014,Unnamed: 5,2015,All non-S&E fields,Unnamed: 8,Business and management,Unnamed: 10,"Communication, journalism, and library science",Unnamed: 12,Education,Unnamed: 14,Humanities,Unnamed: 16,Law,Unnamed: 18,Social work,Unnamed: 20,Visual and performing arts,Unnamed: 22,Other,Unnamed: 24,shift
386.0,Nova Southeastern U.,45,,86,,40.0,,0.0,,0.0,,0.0,,18.0,,0.0,,0.0,,0.0,,22.0,,,0
387.0,Baylor U.,75,,71,,39.0,,0.0,,0.0,,0.0,,39.0,,0.0,,0.0,,0.0,,0.0,,,0
388.0,Seattle U.,ne,,500,,37.0,,0.0,,0.0,,11.0,,0.0,,26.0,,0.0,,0.0,,0.0,,,0
388.0,U. San Diego,64,,16,,37.0,,0.0,,0.0,,0.0,,0.0,,37.0,,0.0,,0.0,,0.0,,,0
390.0,"Pennsylvania State U., Behrend",12,,14,,36.0,,28.0,,2.0,,0.0,,2.0,,0.0,,3.0,,1.0,,0.0,,,0
390.0,Prairie View A&M U.,0,,19,,36.0,,0.0,,0.0,,23.0,,0.0,,0.0,,0.0,,0.0,,13.0,,,0
390.0,U. West Georgia,981,,748,,36.0,,0.0,,0.0,,36.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0
393.0,U. Wisconsin-Oshkosh,80,i,119,i,34.0,i,2.0,i,1.0,i,21.0,i,1.0,i,2.0,i,3.0,i,0.0,i,4.0,i,,0
394.0,Suffolk U.,9,,4,,33.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,33.0,,,0
395.0,"Arkansas State U., Jonesboro",92,,109,,32.0,,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,,31.0,,0.0,,,0
395.0,Colorado C.,107,,59,,32.0,,0.0,,0.0,,32.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0
395.0,Trinity U.,45,,9,,32.0,,3.0,,1.0,,18.0,,10.0,,0.0,,0.0,,0.0,,0.0,,,0
398.0,"Wheaton C., Wheaton",ne,,10,,31.0,,31.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0
399.0,Wesleyan U.,0,,50,,30.0,,0.0,,0.0,,0.0,,25.0,,0.0,,0.0,,5.0,,0.0,,,0
400.0,"SUNY, Geneseo",31,,19,,28.0,,0.0,,0.0,,0.0,,28.0,,0.0,,0.0,,0.0,,0.0,,,0
401.0,Swarthmore C.,36,,31,,27.0,,0.0,,0.0,,27.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0
402.0,Franklin and Marshall C.,0,,22,,26.0,,0.0,,0.0,,26.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0
403.0,"U. Texas, Brownsville",0,,0,,25.0,,0.0,,0.0,,25.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0
404.0,"Augustana C., Sioux Falls",0,,0,,24.0,,0.0,,0.0,,24.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0
404.0,Missouri State U.,3,,105,,24.0,,24.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0
406.0,"CUNY, Lehman C.",0,,2,,23.0,,0.0,,0.0,,0.0,,23.0,,0.0,,0.0,,0.0,,0.0,,,0
406.0,Tulane U.,121,,199,,23.0,,0.0,,0.0,,0.0,,15.0,,0.0,,0.0,,0.0,,8.0,,,0
406.0,Western Illinois U.,0,,0,,23.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,23.0,,,0
409.0,"California State U., Bakersfield",0,,0,,21.0,,0.0,,0.0,,0.0,,21.0,,0.0,,0.0,,0.0,,0.0,,,0
410.0,Clark Atlanta U.,0,,0,,16.0,,0.0,,0.0,,0.0,,0.0,,0.0,,16.0,,0.0,,0.0,,,0
410.0,Delaware State U.,35,,0,,16.0,,0.0,,0.0,,16.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0
412.0,Willamette U.,176,,188,,15.0,,0.0,,0.0,,15.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0
413.0,Lafayette C.,21,,217,,14.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,14.0,,,0
413.0,U. North Florida,0,,132,,14.0,,0.0,,0.0,,14.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0
415.0,Bradley U.,0,,0,,13.0,,0.0,,13.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0
415.0,Emerson C.,ne,,ne,,13.0,,0.0,,13.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0
415.0,Mount Holyoke C.,88,,61,,13.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,13.0,,0.0,,,0
415.0,"U. Oklahoma, Tulsa",ne,,ne,,13.0,,0.0,,0.0,,13.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0
419.0,West Chester U. Pennsylvania,48,,12,,11.0,,0.0,,11.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0
420.0,Loyola Marymount U.,203,,236,,10.0,,0.0,,0.0,,10.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0
421.0,Rowan U.,51,,3,,9.0,,0.0,,0.0,,9.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0
421.0,Villanova U.,0,,0,,9.0,,9.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0
421.0,Wellesley C.,5,,0,,9.0,,0.0,,0.0,,0.0,,9.0,,0.0,,0.0,,0.0,,0.0,,,0
424.0,California Maritime Academy,0,,0,,8.0,,0.0,,0.0,,8.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0
425.0,"CUNY, Baruch C.",188,,147,,7.0,,0.0,,7.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0
425.0,U. Tampa,0,,0,,7.0,,0.0,,0.0,,7.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0
427.0,U. New England,0,,27,,6.0,,0.0,,0.0,,6.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0
428.0,Lawrence Technological U.,3,,0,,5.0,,0.0,,0.0,,5.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0
428.0,Murray State U.,0,,11,,5.0,,0.0,,0.0,,5.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0
428.0,Pittsburg State U.,0,,17,,5.0,,5.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0
428.0,Valparaiso U.,1,,0,,5.0,,0.0,,5.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0
432.0,Clarkson U.,8,,14,,4.0,,4.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0
432.0,Nicholls State U.,3,,0,,4.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,4.0,,,0
434.0,Sam Houston State U.,631,,476,,3.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,3.0,,,0
435.0,Bowdoin C.,4,,0,,2.0,,0.0,,0.0,,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0
435.0,Dillard U.,0,,0,,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,,0.0,,,0
435.0,Santa Clara U.,27,,47,,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,,,0
435.0,"U. Nebraska, Kearney",2,,4,,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,,0.0,,0.0,,,0
439.0,Appalachian State U.,9,,12,,1.0,,0.0,,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,,0.0,,,0
439.0,West Virginia State U.,24,,360,,1.0,,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0
All other surveyed institutions,14138,,13111,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,-1
